transaction_amount,transaction_time,customer_age,distance_from_home,previous_fraud_history,merchant_risk_score,num_transactions_last_24hrs,account_type,region,transaction_method,fraud_label
57.47,4,32,39.4,0,0.89,2,Business,Central,Online,2
84.1,13,70,7.51,1,0.17,4,Savings,West,Online,0
382.17,18,21,1.61,0,0.61,3,Savings,West,Online,0
163.84,8,40,5.91,0,0.1,1,Current,North,Mobile Banking,0
144.61,7,44,8.05,0,0.29,3,Savings,South,POS,0
20.98,2,56,4.78,0,0.6,1,Current,West,POS,0
3.23,17,60,11.29,0,0.08,7,Savings,West,ATM,0
663.11,7,73,5.45,0,0.89,4,Savings,Central,Online,0
94.64,15,54,1.63,0,0.83,3,Current,South,Online,0
184.87,14,30,3.13,0,0.47,3,Savings,South,Mobile Banking,0
16.61,20,60,37.54,1,0.49,2,Savings,North,POS,0
229.84,14,54,14.9,0,0.88,0,Savings,Central,ATM,0
539.32,15,57,5.66,0,0.05,2,Savings,North,Mobile Banking,0
171.45,0,38,6.86,0,0.14,2,Savings,East,POS,0
26.96,9,46,10.2,0,0.31,3,Current,North,POS,0
174.32,18,46,16.77,0,0.36,2,Current,East,Online,0
290.78,4,66,13.09,0,0.99,3,Savings,South,ATM,0
104.32,17,28,40.48,0,0.15,2,Current,North,POS,0
423.78,2,68,14.74,0,0.3,3,Savings,Central,ATM,0
209.21,3,67,36.25,0,0.83,0,Savings,West,POS,0
459.02,3,45,0.08,0,0.78,3,Savings,Central,POS,0
195.37,10,27,33.19,0,0.65,3,Business,West,Online,1
28.15,8,22,19.17,0,0.33,7,Current,West,ATM,0
74.12,0,73,2.83,1,0.12,2,Current,North,Online,0
45.08,15,74,4.58,0,0.98,1,Savings,Central,ATM,0
479.0,8,42,11.74,0,0.25,1,Savings,South,Mobile Banking,0
285.76,10,50,2.0,1,0.84,3,Savings,Central,ATM,0
225.65,5,34,23.08,0,0.9,1,Current,West,Online,0
71.61,16,66,23.49,0,0.44,3,Current,South,Online,0
40.68,11,50,5.37,0,0.85,4,Savings,South,Online,0
282.49,21,42,1.09,1,0.28,4,Savings,East,Online,0
128.55,7,50,67.44,0,0.89,3,Current,East,ATM,0
51.18,15,72,4.33,0,0.64,2,Business,East,Online,0
191.75,4,71,1.05,0,0.19,5,Current,West,POS,0
8.23,20,26,6.01,0,0.79,3,Current,East,POS,0
78.96,0,44,52.11,0,0.91,4,Current,South,Mobile Banking,0
126.43,16,42,23.62,0,0.57,2,Current,North,POS,0
32.02,23,21,9.82,0,0.76,3,Current,Central,ATM,0
835.39,20,26,5.46,1,0.79,2,Savings,East,POS,1
46.92,7,63,8.26,1,0.79,1,Savings,Central,Online,1
27.93,9,32,0.26,0,0.45,5,Current,West,Online,0
45.51,17,33,19.01,0,0.74,2,Savings,South,ATM,0
293.12,14,33,1.57,0,0.55,2,Current,West,Online,0
110.85,19,30,10.98,0,0.41,4,Savings,North,POS,0
166.67,12,31,12.52,0,0.17,3,Current,West,POS,0
4.25,9,39,0.03,0,0.91,0,Savings,East,POS,0
7.01,8,38,58.59,0,0.41,4,Savings,South,Online,0
118.06,12,26,5.4,0,0.24,6,Savings,North,Online,0
339.28,2,72,1.21,0,0.24,0,Savings,East,Online,0
432.98,21,58,28.9,0,0.24,1,Business,Central,Online,0
18.14,22,70,2.47,0,0.0,3,Current,Central,POS,0
154.6,2,21,0.38,0,0.44,4,Current,East,ATM,0
488.9,0,27,10.24,0,0.89,1,Savings,East,ATM,0
98.2,1,52,2.09,1,0.03,8,Savings,Central,ATM,0
353.88,10,70,60.62,0,0.96,2,Current,North,Online,1
28.7,13,26,0.16,0,0.18,5,Business,South,POS,0
547.89,9,68,0.79,0,0.72,5,Savings,Central,Online,0
278.4,6,65,26.87,0,0.79,4,Current,Central,Online,0
567.18,22,33,4.11,0,0.74,2,Savings,South,ATM,0
225.78,0,66,36.39,0,0.34,1,Savings,South,Online,0
90.32,6,35,5.59,0,0.7,2,Savings,East,POS,0
556.71,14,27,1.09,0,0.47,2,Current,West,POS,0
64.47,10,38,0.16,0,0.15,2,Current,South,Mobile Banking,0
80.75,5,68,4.98,1,0.2,3,Savings,South,Online,0
241.33,21,71,9.63,0,0.03,2,Savings,West,Online,0
289.9,6,32,0.02,0,0.33,3,Current,West,POS,0
530.15,6,32,13.05,0,0.73,3,Business,West,POS,0
45.83,0,28,6.09,0,0.97,5,Savings,East,Online,0
319.9,9,57,7.42,0,0.13,4,Savings,North,POS,0
268.3,20,71,4.55,0,0.35,1,Current,Central,POS,0
13.18,14,65,11.29,0,0.18,3,Current,Central,POS,0
97.95,7,59,3.92,0,0.76,5,Business,North,Mobile Banking,0
66.47,23,58,2.17,0,0.92,4,Savings,North,Online,0
72.62,18,64,33.2,0,0.11,3,Current,West,ATM,0
814.28,2,71,7.43,0,0.9,4,Savings,West,POS,0
205.88,22,54,1.2,0,0.27,6,Business,West,Mobile Banking,0
252.94,14,37,3.93,0,0.22,1,Savings,East,Online,0
751.15,3,51,5.56,0,0.06,1,Savings,North,ATM,0
94.71,5,39,22.02,0,0.08,4,Savings,North,Online,0
323.74,9,65,0.34,0,0.07,1,Savings,East,Mobile Banking,0
114.02,17,35,9.76,0,0.45,0,Current,North,Online,0
407.33,15,33,7.86,0,0.66,4,Savings,West,ATM,0
39.85,17,22,51.82,0,0.18,1,Savings,West,ATM,0
590.1,5,18,2.98,0,0.22,2,Savings,West,Mobile Banking,0
49.38,18,36,14.83,0,0.17,3,Business,West,Online,0
78.97,16,27,3.39,0,0.81,2,Current,West,POS,0
282.28,17,38,11.93,0,0.14,2,Business,South,Online,0
100.09,12,30,12.15,1,0.07,2,Savings,West,Online,0
187.41,6,72,1.18,0,0.04,2,Savings,South,POS,0
117.6,19,41,9.14,0,0.04,2,Savings,East,POS,0
271.25,11,40,9.27,0,0.55,5,Savings,East,POS,0
51.84,1,40,5.77,0,0.09,1,Savings,South,POS,0
12.05,11,28,4.87,0,0.22,3,Savings,North,POS,0
71.31,11,64,3.81,0,0.83,3,Savings,West,POS,0
128.61,23,19,0.09,0,0.97,0,Savings,Central,ATM,0
36.79,3,23,0.03,0,0.86,2,Savings,North,Mobile Banking,0
87.64,3,70,13.37,1,0.96,6,Savings,North,Online,1
102.16,17,28,5.17,1,0.67,3,Savings,Central,Online,0
11.82,15,32,2.76,0,0.99,1,Current,Central,Online,0
175.08,13,26,17.32,1,0.5,5,Current,West,Online,0
431.43,16,29,11.29,0,0.79,2,Savings,South,ATM,0
32.91,16,53,36.97,0,0.97,3,Business,West,Online,2
182.17,2,45,26.67,0,0.71,1,Savings,West,POS,0
218.57,5,40,19.46,1,0.96,4,Current,West,POS,0
108.72,22,44,2.03,0,0.25,1,Current,West,ATM,0
241.53,12,41,16.45,1,0.3,3,Current,North,ATM,0
105.77,8,31,17.76,1,0.4,5,Savings,North,POS,0
140.49,20,71,21.62,0,0.46,0,Savings,South,POS,0
1.48,8,52,4.58,0,0.9,3,Business,Central,POS,0
235.35,7,44,15.34,0,0.89,5,Business,East,Mobile Banking,0
216.55,16,38,14.45,0,0.66,6,Business,South,Online,0
7.83,15,66,7.3,0,0.23,3,Current,West,Mobile Banking,0
91.85,15,30,16.34,1,0.24,1,Current,West,POS,0
772.95,18,25,1.36,0,0.63,3,Business,North,Online,1
109.2,23,61,15.47,0,0.5,4,Savings,South,ATM,0
139.41,15,61,13.97,0,0.26,3,Savings,Central,Online,0
481.43,13,61,3.55,0,0.17,3,Savings,East,Online,0
252.65,19,51,25.57,0,0.72,2,Savings,South,Online,0
174.49,13,59,31.12,1,0.81,4,Current,Central,POS,1
319.7,13,40,3.55,1,0.26,4,Current,West,POS,0
399.56,13,26,1.19,0,0.42,1,Savings,East,Online,0
122.09,11,18,13.88,0,0.71,1,Savings,East,POS,0
128.91,5,53,9.81,0,0.47,1,Savings,Central,Online,0
97.57,19,72,8.37,0,0.96,0,Current,South,Online,0
680.48,12,63,21.47,1,0.13,3,Savings,South,Online,0
238.91,15,33,52.43,0,0.85,8,Current,South,POS,0
17.38,8,42,9.74,0,0.31,1,Current,East,POS,0
397.5,1,35,0.09,0,0.69,5,Savings,Central,Online,0
131.0,21,51,13.61,0,0.25,0,Savings,North,Mobile Banking,0
14.25,2,55,15.92,0,0.97,3,Current,East,Mobile Banking,0
159.58,9,20,26.41,0,0.05,2,Current,East,ATM,0
107.97,19,37,3.34,0,0.51,6,Savings,South,Online,0
420.34,1,36,11.15,0,0.91,3,Savings,North,POS,0
45.63,23,30,8.89,0,0.47,3,Current,North,POS,0
350.27,9,34,16.38,0,0.84,1,Savings,West,Mobile Banking,0
163.15,7,31,0.99,0,0.95,3,Savings,North,Online,0
11.23,16,47,32.31,0,0.07,0,Savings,South,POS,0
714.01,21,39,10.74,0,0.49,4,Savings,West,POS,0
143.74,0,60,31.44,0,0.69,3,Current,North,ATM,0
68.75,5,65,6.24,0,0.83,4,Savings,Central,Online,0
126.75,6,60,15.9,0,0.16,5,Savings,West,ATM,0
390.19,14,46,47.1,0,0.57,7,Business,West,POS,0
72.74,17,67,43.07,0,0.16,2,Business,South,Online,1
42.81,8,19,43.26,0,0.76,4,Savings,North,ATM,0
27.64,7,72,0.66,0,0.28,2,Current,North,Online,0
70.72,9,70,7.74,0,0.27,1,Current,East,Online,0
302.87,3,25,0.94,0,0.77,1,Business,South,POS,0
127.59,19,31,5.55,0,0.84,3,Current,North,Online,0
51.62,7,51,2.88,0,0.34,2,Current,Central,Online,0
36.35,0,30,14.52,0,0.5,2,Savings,East,Mobile Banking,0
80.91,7,27,22.76,0,0.69,5,Current,Central,Online,0
562.43,22,25,10.8,0,0.75,4,Current,West,Online,0
84.02,11,24,23.81,0,0.77,5,Savings,South,POS,0
886.65,22,30,0.19,0,0.39,3,Current,Central,Mobile Banking,0
132.81,14,43,25.76,0,0.54,2,Savings,South,Online,0
39.49,12,73,2.95,0,0.11,4,Business,West,Online,0
443.54,15,49,9.27,0,0.95,4,Savings,West,POS,0
123.37,22,36,8.77,0,0.7,3,Current,East,Online,0
247.35,17,73,30.97,0,0.38,2,Savings,Central,Mobile Banking,0
823.46,0,32,50.71,0,0.39,5,Current,West,POS,0
10.3,16,71,4.42,0,0.09,4,Savings,Central,POS,0
20.34,15,19,1.05,0,0.46,2,Savings,South,Online,0
254.92,22,71,15.77,0,0.67,4,Current,East,Online,0
66.21,4,54,10.48,1,0.95,2,Savings,West,Online,1
40.74,19,36,12.51,0,0.65,5,Savings,Central,ATM,0
8.03,20,50,0.71,0,0.65,1,Savings,West,POS,0
4.42,9,56,22.4,0,0.79,5,Savings,Central,Online,0
297.87,5,67,3.97,0,0.51,2,Current,East,POS,0
28.87,11,50,6.12,0,0.03,4,Savings,Central,Online,0
126.12,9,18,3.89,0,0.89,2,Current,East,Online,0
186.23,21,56,43.77,0,0.4,1,Savings,South,Mobile Banking,0
111.85,16,45,2.77,0,0.98,1,Business,South,POS,0
5.5,1,34,19.77,0,0.41,1,Savings,South,POS,0
306.03,18,74,4.23,0,0.67,3,Business,West,ATM,0
2.11,19,23,8.3,0,0.46,3,Savings,East,POS,0
287.0,5,69,83.06,0,0.23,4,Current,Central,Online,0
447.56,12,61,1.59,1,0.93,3,Savings,North,ATM,0
113.42,8,37,31.97,0,0.63,2,Current,South,ATM,0
153.38,11,64,43.8,0,0.45,5,Savings,West,POS,0
129.63,17,30,17.97,0,0.14,5,Savings,South,ATM,0
98.6,7,29,0.15,0,1.0,2,Current,South,Online,0
436.83,17,47,25.79,0,0.9,3,Savings,West,POS,0
448.74,22,38,32.09,0,0.42,2,Business,East,POS,0
81.84,21,19,59.4,0,0.17,1,Current,West,Online,0
190.94,1,70,27.42,0,0.03,4,Savings,South,Online,0
523.21,7,35,8.85,0,0.15,0,Savings,West,POS,0
654.34,9,45,17.5,0,0.53,2,Current,Central,POS,0
142.25,8,21,9.96,0,0.82,3,Current,South,Online,0
120.6,23,59,6.53,0,0.36,6,Savings,Central,ATM,0
65.34,17,60,14.77,0,0.43,1,Savings,Central,POS,0
638.21,7,70,22.03,1,0.47,5,Savings,North,Mobile Banking,0
30.82,18,23,15.15,0,0.02,4,Current,North,Online,0
173.42,2,55,26.28,0,0.18,1,Savings,South,Mobile Banking,0
66.41,8,26,2.91,0,0.5,4,Current,West,Online,0
65.43,12,37,7.02,0,0.28,1,Savings,South,ATM,0
103.83,8,62,5.62,0,0.52,3,Current,Central,Online,0
1343.91,19,47,3.24,0,0.11,6,Current,South,POS,0
11.31,11,54,8.78,0,0.8,6,Savings,East,Online,0
172.81,22,55,44.31,0,0.78,3,Business,West,ATM,1
17.24,12,21,11.58,0,0.67,3,Savings,West,POS,0
33.57,7,55,5.06,0,0.53,3,Savings,West,POS,0
115.81,14,67,6.56,0,0.39,2,Current,Central,Mobile Banking,0
142.86,12,30,14.24,0,0.68,4,Savings,Central,Online,0
59.89,20,72,6.53,0,0.78,8,Savings,East,POS,0
76.09,12,52,11.59,0,0.81,1,Savings,Central,Online,0
18.2,16,47,4.81,0,0.35,3,Savings,South,POS,0
72.26,14,59,6.37,0,0.19,6,Current,North,Online,0
679.59,21,21,18.35,0,0.34,4,Business,North,POS,0
579.02,18,42,13.18,0,0.01,2,Savings,East,Online,0
81.56,2,48,1.47,0,0.42,1,Current,West,Online,0
169.19,13,64,54.28,1,0.27,0,Savings,East,Online,1
480.69,9,29,0.76,1,0.79,4,Savings,East,ATM,0
1.24,16,32,1.3,0,0.67,3,Savings,East,Online,0
332.87,7,70,18.13,0,0.03,4,Current,North,Online,0
592.73,17,74,18.47,0,0.14,2,Business,East,ATM,0
19.15,11,43,0.29,0,0.54,1,Savings,West,Online,0
35.22,16,27,15.44,0,0.62,5,Savings,Central,Online,0
647.54,22,29,0.51,0,0.77,3,Savings,Central,POS,0
154.24,10,39,48.57,0,0.97,5,Savings,North,POS,0
2.86,8,57,17.87,0,0.7,1,Current,West,ATM,0
59.58,21,70,3.1,0,0.54,1,Business,Central,POS,0
119.55,23,38,2.58,0,0.41,1,Savings,North,ATM,0
236.12,23,52,12.65,0,0.74,3,Savings,East,ATM,0
264.22,22,24,15.06,0,0.93,3,Current,Central,Online,0
1077.28,14,35,26.69,0,0.42,1,Savings,Central,Mobile Banking,0
67.8,8,44,35.05,1,0.58,6,Current,Central,Online,1
154.53,11,52,7.48,0,0.21,5,Savings,East,Mobile Banking,0
152.42,10,64,27.88,0,0.86,4,Current,North,Mobile Banking,0
104.06,16,19,11.73,0,0.71,4,Current,Central,Online,0
37.06,5,49,9.54,0,0.35,1,Business,East,POS,0
758.46,7,32,18.01,0,0.87,2,Savings,East,Online,1
383.9,9,62,1.63,0,0.97,5,Savings,North,POS,0
137.96,14,41,4.63,0,0.29,1,Savings,North,Online,0
184.89,3,37,25.45,0,0.19,1,Savings,North,Mobile Banking,0
51.56,17,27,10.52,0,0.83,7,Business,North,POS,0
156.96,10,73,35.8,0,0.58,2,Savings,East,ATM,0
237.47,8,41,1.39,0,0.88,4,Savings,South,Mobile Banking,0
144.79,8,41,5.64,0,0.35,2,Savings,Central,Mobile Banking,0
926.82,7,41,6.59,0,0.58,5,Business,East,POS,0
189.01,2,57,8.24,0,0.58,3,Current,West,Online,0
92.72,20,65,64.94,0,0.19,3,Current,South,Online,0
295.82,17,74,5.58,0,0.99,6,Savings,West,POS,0
37.38,13,65,10.97,0,0.66,2,Current,Central,ATM,0
97.07,2,51,11.52,0,0.66,2,Current,West,Online,0
85.22,16,58,22.1,0,0.3,2,Savings,East,POS,0
113.06,3,57,10.94,0,0.65,6,Savings,Central,Online,0
304.45,20,28,13.96,0,0.83,4,Savings,East,POS,0
132.4,17,43,21.0,0,0.81,3,Current,West,Online,0
315.99,14,18,1.6,0,0.92,2,Savings,North,Online,0
171.84,18,47,49.65,1,0.15,2,Savings,West,POS,0
83.73,21,70,28.09,0,0.18,5,Current,West,Mobile Banking,0
332.12,5,60,7.38,0,0.71,2,Savings,North,Online,0
54.44,14,35,19.55,0,0.81,2,Current,North,ATM,0
50.82,6,43,21.55,0,0.67,2,Current,North,ATM,0
140.44,11,70,28.48,0,0.14,4,Savings,West,Online,0
60.45,15,64,3.13,0,0.59,4,Current,South,Online,0
1.83,8,73,18.25,0,0.75,3,Savings,Central,Mobile Banking,0
208.99,19,26,0.51,0,0.14,3,Current,East,Online,0
143.12,4,26,1.84,0,0.06,4,Savings,Central,POS,0
117.94,10,18,22.45,0,0.25,4,Current,West,Online,0
682.06,1,24,25.15,0,0.09,4,Current,East,ATM,0
169.35,21,61,13.46,0,0.15,4,Current,West,Online,0
398.19,15,73,13.07,0,0.2,2,Savings,South,ATM,0
30.04,3,59,20.77,0,0.53,3,Current,East,Online,0
168.43,4,68,35.48,0,0.16,2,Current,West,Online,0
404.96,6,33,8.2,0,0.6,4,Savings,East,Mobile Banking,0
174.98,5,55,1.83,0,0.29,2,Current,Central,POS,0
253.18,23,28,27.4,1,0.31,1,Savings,Central,POS,0
93.06,21,68,6.27,0,0.97,1,Savings,South,POS,0
19.4,9,42,2.15,0,0.81,4,Current,South,Online,0
122.46,13,46,14.3,0,0.42,5,Business,South,POS,0
100.33,7,36,12.94,1,0.45,3,Business,South,POS,0
403.57,13,35,9.64,0,0.11,3,Savings,South,ATM,0
55.94,13,74,29.47,0,0.84,7,Current,South,Mobile Banking,0
680.65,19,64,4.77,0,0.0,7,Savings,Central,POS,0
634.68,22,46,0.2,0,0.14,1,Savings,South,Online,0
56.91,2,33,5.86,0,0.53,4,Savings,North,Mobile Banking,0
85.56,0,63,0.15,0,0.19,2,Current,West,ATM,0
451.82,8,57,11.77,0,0.63,2,Savings,Central,Mobile Banking,0
679.97,8,25,7.13,0,0.0,3,Savings,West,Online,0
117.2,21,51,25.23,0,0.1,3,Savings,Central,POS,0
77.43,1,23,23.96,0,0.76,1,Savings,Central,ATM,0
149.35,15,62,8.55,0,0.58,4,Savings,West,POS,0
232.8,7,62,3.66,0,0.02,1,Current,South,POS,0
63.9,5,70,8.23,0,0.21,2,Savings,Central,Online,0
266.72,22,47,15.38,0,0.24,0,Savings,East,Mobile Banking,0
10.61,12,61,3.16,0,0.85,4,Current,South,POS,0
10.11,0,51,22.25,0,0.58,5,Savings,West,Mobile Banking,0
97.65,18,38,6.02,0,0.54,3,Savings,West,Mobile Banking,0
87.23,14,69,40.36,1,0.09,2,Current,Central,Online,1
75.85,0,74,10.76,0,0.66,3,Savings,Central,Online,0
135.07,9,29,28.17,0,0.16,5,Savings,East,POS,0
77.35,0,66,14.35,0,0.52,5,Savings,North,Online,0
42.7,11,23,12.13,0,0.59,5,Current,East,POS,0
74.06,10,56,17.19,0,0.84,2,Current,East,Online,0
737.01,16,23,25.03,0,0.81,3,Business,South,POS,1
105.9,3,70,15.51,0,0.19,4,Savings,East,Mobile Banking,0
117.65,22,21,23.94,0,0.92,2,Savings,North,Online,0
171.86,6,70,3.17,0,0.0,1,Savings,Central,POS,0
818.96,11,26,4.88,0,0.33,6,Savings,West,POS,0
55.31,12,22,3.92,0,0.07,3,Savings,West,ATM,0
228.69,4,27,24.01,0,0.72,2,Current,North,POS,0
251.75,5,64,1.35,0,0.5,4,Savings,Central,Online,0
186.95,1,25,23.83,0,0.17,4,Savings,South,POS,0
18.55,20,40,7.39,0,0.09,5,Savings,Central,ATM,0
225.94,6,21,1.24,0,0.23,3,Savings,South,ATM,0
13.25,13,54,8.29,0,0.92,2,Savings,South,ATM,0
181.34,21,24,5.36,0,0.68,5,Savings,South,Mobile Banking,0
269.09,13,23,13.45,0,0.24,4,Current,Central,POS,0
47.39,9,62,9.59,0,0.89,5,Current,South,POS,0
368.55,3,68,5.28,0,0.14,4,Savings,Central,POS,0
6.16,2,59,29.74,0,0.69,2,Savings,East,Mobile Banking,0
371.34,22,32,7.83,0,0.42,3,Current,West,POS,0
123.36,13,52,9.54,0,0.27,2,Savings,Central,Online,0
49.07,5,67,28.12,0,0.26,2,Savings,West,ATM,0
28.72,22,49,1.4,0,0.5,0,Savings,Central,Online,0
612.83,14,31,7.41,0,0.93,1,Savings,South,Mobile Banking,0
15.09,7,52,7.73,0,0.74,4,Savings,West,Online,0
44.4,4,28,10.27,1,0.66,6,Savings,South,Online,0
85.49,2,27,1.68,1,0.88,2,Current,East,POS,0
193.64,2,34,1.62,0,0.57,3,Savings,West,Online,0
157.4,12,30,8.08,0,0.19,5,Savings,East,Mobile Banking,0
26.85,1,74,0.5,0,0.98,3,Current,South,ATM,0
68.42,23,51,4.42,0,0.53,4,Savings,North,POS,0
54.56,0,62,3.37,0,0.32,6,Savings,East,Mobile Banking,0
48.04,11,68,10.08,1,0.78,5,Savings,East,Mobile Banking,0
105.91,7,22,0.17,0,0.46,3,Savings,East,Online,0
243.5,18,65,16.89,0,0.01,7,Savings,East,Online,0
49.04,8,27,29.03,0,0.32,0,Savings,South,ATM,0
91.36,13,49,18.4,1,0.46,1,Current,North,POS,0
99.16,17,29,25.56,0,0.37,2,Savings,Central,Online,0
749.78,9,69,15.46,0,0.55,3,Savings,Central,Mobile Banking,0
618.74,8,30,10.62,0,0.18,5,Business,Central,ATM,0
322.03,5,38,3.71,0,0.57,3,Current,South,Online,0
55.32,0,65,4.92,0,0.99,4,Current,South,Mobile Banking,0
14.09,4,71,5.73,0,0.75,5,Current,North,POS,0
76.22,9,70,0.58,0,0.68,1,Savings,Central,POS,0
62.07,12,50,36.64,0,0.2,1,Savings,Central,POS,0
141.01,21,71,34.58,0,0.58,1,Savings,Central,Online,0
300.77,22,58,1.71,0,0.82,8,Savings,West,Online,0
390.84,3,65,12.2,0,0.24,1,Savings,Central,Mobile Banking,0
372.69,0,68,9.46,1,0.09,4,Savings,West,Mobile Banking,0
89.16,20,64,17.25,0,0.66,3,Current,West,Online,0
232.46,1,67,13.86,0,0.67,1,Savings,South,Mobile Banking,0
75.04,23,71,1.99,0,0.8,0,Business,North,Online,1
12.57,3,49,16.19,0,0.63,2,Savings,Central,Online,0
241.84,16,29,14.08,0,0.85,1,Savings,West,Mobile Banking,0
1.98,9,63,11.36,0,0.27,4,Current,South,Online,0
105.25,22,52,7.72,0,0.04,4,Savings,Central,Mobile Banking,0
79.91,11,53,46.49,0,0.73,5,Savings,West,Online,0
236.43,1,55,28.4,0,0.39,0,Savings,East,Online,0
290.7,2,65,13.2,0,0.21,5,Business,North,Online,0
72.51,13,45,0.1,0,0.05,3,Savings,East,POS,0
333.87,14,30,8.49,1,0.76,4,Current,South,ATM,0
69.6,12,29,18.08,0,0.83,6,Savings,East,POS,0
118.24,8,39,1.87,0,0.39,6,Current,North,Online,0
259.67,1,61,7.83,0,0.89,0,Savings,Central,POS,0
236.13,18,19,3.19,1,0.42,1,Savings,East,Online,0
874.31,15,46,6.19,0,0.95,0,Savings,West,POS,0
51.02,10,30,0.41,0,0.98,3,Business,Central,Online,1
217.13,11,52,2.03,0,0.82,6,Savings,South,ATM,0
188.16,0,30,9.1,0,0.26,4,Savings,Central,Online,0
493.25,1,74,34.27,1,0.37,1,Business,South,Online,2
34.01,15,51,10.12,0,0.53,3,Business,Central,POS,0
278.7,1,36,9.05,0,0.33,2,Savings,East,Online,0
167.99,18,26,23.24,0,0.82,5,Current,North,POS,0
64.22,9,69,4.68,1,0.93,5,Savings,West,Online,1
128.66,18,48,1.5,0,0.99,3,Savings,Central,Online,0
81.23,9,50,3.53,0,0.34,3,Savings,Central,POS,0
173.17,15,44,23.5,0,0.27,1,Current,West,Mobile Banking,0
439.65,12,62,16.95,0,0.16,0,Savings,East,POS,0
168.47,15,19,1.44,1,0.05,3,Savings,South,POS,0
199.78,17,32,16.5,0,0.18,4,Savings,East,Online,0
146.27,23,36,40.23,0,0.28,1,Current,East,Online,0
10.5,7,74,0.69,1,0.39,6,Savings,Central,ATM,0
53.02,23,48,14.37,1,0.11,5,Savings,South,POS,0
135.46,17,74,7.15,0,0.82,2,Savings,North,POS,0
74.28,12,33,10.43,0,0.62,1,Savings,South,Online,0
40.12,6,60,11.27,0,0.56,2,Savings,West,Online,0
140.29,20,32,22.11,0,0.55,2,Savings,South,POS,0
77.96,22,23,12.21,0,0.29,0,Savings,West,Online,0
59.71,23,31,13.49,0,0.94,3,Current,Central,Online,0
124.72,17,44,6.07,0,0.23,1,Savings,West,Online,0
28.61,5,55,2.02,1,0.67,2,Current,Central,POS,0
525.51,8,36,17.22,0,0.25,5,Current,North,ATM,0
404.54,5,54,0.01,0,0.99,3,Savings,South,POS,0
245.94,17,60,5.98,0,0.91,3,Savings,North,Mobile Banking,0
22.46,16,21,3.69,1,0.26,5,Current,North,POS,0
299.11,11,43,7.38,0,0.99,3,Savings,East,Mobile Banking,0
330.01,2,26,5.59,0,0.63,3,Savings,South,Online,0
292.0,4,58,18.27,0,0.73,2,Savings,East,ATM,0
24.2,6,66,4.52,0,0.28,2,Current,West,Online,0
206.51,9,57,12.34,0,0.22,4,Current,Central,ATM,0
359.55,9,32,9.13,0,0.86,2,Savings,West,Online,0
172.24,18,58,24.22,0,0.28,2,Business,East,Online,0
207.92,3,54,8.38,0,0.92,3,Savings,West,POS,0
122.63,9,21,29.91,0,0.37,5,Savings,Central,Online,0
150.46,17,43,0.0,0,0.01,3,Business,Central,Mobile Banking,0
7.0,2,69,13.93,0,0.59,2,Savings,West,Online,0
203.75,20,35,0.15,0,0.35,4,Savings,South,ATM,0
16.99,2,58,18.77,0,0.98,2,Savings,North,POS,0
114.19,4,70,4.02,0,0.39,1,Current,Central,POS,0
69.25,15,52,7.17,0,0.31,3,Savings,South,ATM,0
157.68,19,71,7.18,0,0.57,1,Savings,West,Online,0
28.64,12,58,28.1,0,0.73,1,Savings,North,POS,0
235.3,10,58,1.62,0,0.97,2,Savings,Central,Online,0
316.96,12,46,16.49,0,0.07,2,Current,North,Mobile Banking,0
35.67,18,70,59.65,0,0.42,5,Current,South,Online,0
22.03,5,41,0.34,1,0.66,3,Savings,South,POS,0
31.45,23,21,50.67,0,0.0,2,Savings,South,Online,0
419.32,12,38,0.28,0,0.49,3,Current,East,Online,0
150.24,3,56,27.6,0,0.81,5,Savings,Central,Online,0
125.94,21,24,48.76,0,0.05,2,Business,West,Mobile Banking,0
22.57,4,40,74.49,0,0.34,1,Savings,West,Online,0
209.71,18,57,9.22,0,0.4,2,Savings,Central,Online,0
404.99,4,38,30.26,0,0.72,5,Current,South,Mobile Banking,0
352.27,20,18,1.96,1,0.3,1,Current,South,Online,0
196.73,13,58,8.31,0,0.25,1,Savings,East,Online,0
15.65,3,42,5.52,0,0.12,4,Business,South,POS,0
23.85,11,48,7.54,0,1.0,2,Savings,North,Online,0
10.11,5,72,18.16,0,0.47,3,Current,East,Online,0
59.54,18,61,1.37,0,0.05,2,Current,South,ATM,0
29.16,9,55,94.5,0,0.08,4,Business,Central,Online,1
60.23,0,62,15.12,0,0.13,2,Current,West,Online,0
97.25,22,22,31.01,0,0.21,3,Business,West,POS,0
572.88,22,70,26.55,0,0.74,4,Current,South,Mobile Banking,0
188.51,15,48,21.79,0,0.56,2,Current,South,POS,0
360.33,3,68,0.6,0,0.78,2,Current,West,POS,0
247.82,8,18,10.9,0,0.02,2,Current,East,POS,0
23.87,17,71,5.97,0,0.27,6,Current,West,Online,0
266.3,16,73,1.8,0,0.41,1,Savings,North,POS,0
64.34,14,47,6.3,0,0.43,3,Savings,East,POS,0
203.84,18,35,15.53,0,0.05,3,Savings,West,Online,0
83.39,6,25,3.93,0,0.51,5,Savings,Central,Online,0
1212.57,17,73,8.82,1,0.29,1,Business,East,ATM,1
61.18,5,43,7.78,0,0.19,3,Savings,South,Online,0
65.46,18,57,0.81,0,0.67,3,Current,Central,Online,0
533.78,20,32,14.84,1,0.08,2,Savings,East,Online,0
4.99,11,36,14.47,0,0.87,0,Current,East,Online,0
238.6,2,27,50.9,0,0.9,5,Business,East,ATM,1
